title,start_time,end_time,description,exercise_title,set_index,set_type,weight_lbs,reps,distance_miles,duration_seconds,muscle_group
Evening workout 🏋️,"31 May 2024, 07:32","31 May 2024, 08:36",,Leg Press (Machine),1,normal,143.3,6,,,Quadriceps
Evening workout 🏋️,"31 May 2024, 07:32","31 May 2024, 08:36",,Leg Extension (Machine),0,normal,55.12,8,,,Quadriceps
Evening workout 🏋️,"31 May 2024, 07:32","31 May 2024, 08:36",,Leg Extension (Machine),1,normal,44.09,10,,,Quadriceps
Evening workout 🏋️,"31 May 2024, 07:32","31 May 2024, 08:36",,Bench Press (Dumbbell),0,normal,22.05,10,,,Chest
Evening workout 🏋️,"31 May 2024, 07:32","31 May 2024, 08:36",,Bench Press (Dumbbell),1,normal,33.07,8,,,Chest
Evening workout 🏋️,"31 May 2024, 07:32","31 May 2024, 08:36",,Seated Palms Up Wrist Curl,0,normal,8.82,9,,,Forearms
Evening workout 🏋️,"31 May 2024, 07:32","31 May 2024, 08:36",,Chest Fly (Dumbbell),0,normal,44.09,10,,,Chest
Evening workout 🏋️,"31 May 2024, 07:32","31 May 2024, 08:36",,Stretching,0,normal,,,,120,Other
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Treadmill,0,normal,,,0.34,300,Cardio
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Walking,0,normal,,,0.87,1200,Cardio
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Walking,1,normal,,,0.87,1200,Cardio
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Walking,2,normal,,,0.62,600,Cardio
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Leg Press (Machine),0,normal,132.28,10,,,Quadriceps
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Push Up,0,normal,,10,,,Chest
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Leg Extension (Machine),0,normal,33.07,10,,,Quadriceps
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Leg Extension (Machine),1,normal,44.09,8,,,Quadriceps
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Leg Extension (Machine),2,normal,55.12,7,,,Quadriceps
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Face Pull,0,normal,22.05,10,,,Shoulders
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Face Pull,1,normal,27.56,10,,,Shoulders
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Chest Fly (Machine),0,normal,44.09,8,,,Chest
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Lat Pulldown (Cable),0,normal,44.09,10,,,Lats
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Lat Pulldown (Cable),1,normal,55.12,8,,,Lats
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Triceps Rope Pushdown,0,normal,22.05,7,,,Triceps
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Plate Front Raise,0,normal,22.05,8,,,Shoulders
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Side Bend (Dumbbell),0,normal,22.05,10,,,Abdominals
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Side Bend (Dumbbell),1,normal,22.05,10,,,Abdominals
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Dumbbell Row,0,normal,16.53,10,,,Upper Back
Evening workout 🏋️,"29 May 2024, 08:16","29 May 2024, 09:44",,Dumbbell Row,1,normal,16.53,10,,,Upper Back
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Stretching,0,normal,,,,169,Other
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Lying Leg Curl (Machine),0,normal,11.02,8,,,Hamstrings
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Bench Press (Dumbbell),0,normal,22.05,8,,,Chest
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Bench Press (Dumbbell),1,normal,22.05,8,,,Chest
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Bench Press (Dumbbell),2,normal,22.05,8,,,Chest
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Chest Fly (Dumbbell),0,normal,11.02,15,,,Chest
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Chest Fly (Dumbbell),1,normal,22.05,9,,,Chest
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Chest Fly (Dumbbell),2,normal,22.05,8,,,Chest
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Incline Bench Press (Dumbbell),0,normal,22.05,10,,,Chest
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Incline Bench Press (Dumbbell),1,normal,22.05,8,,,Chest
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Incline Bench Press (Dumbbell),2,normal,33.07,7,,,Chest
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Seated Palms Up Wrist Curl,0,normal,8.82,8,,,Forearms
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Triceps Extension (Dumbbell),0,normal,16.53,10,,,Triceps
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Triceps Extension (Dumbbell),1,normal,22.05,8,,,Triceps
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Triceps Extension (Dumbbell),2,normal,22.05,6,,,Triceps
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Decline Crunch,0,normal,,10,,,Abdominals
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Decline Crunch,1,normal,,9,,,Abdominals
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Lat Pulldown (Cable),0,normal,44.09,10,,,Lats
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Lat Pulldown (Cable),1,normal,55.12,9,,,Lats
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Hammer Curl (Dumbbell),0,normal,22.05,10,,,Biceps
Evening workout 🏋️,"28 May 2024, 09:06","28 May 2024, 09:47",,Bicep Curl (Dumbbell),0,normal,33.07,5,,,Biceps
Morning workout ☀️,"27 May 2024, 00:30","27 May 2024, 01:09",,Stretching,0,normal,,,,213,Other
Morning workout ☀️,"27 May 2024, 00:30","27 May 2024, 01:09",,Bird Dog,0,normal,,6,,,Glutes
Morning workout ☀️,"27 May 2024, 00:30","27 May 2024, 01:09",,Oblique Crunch,0,normal,,10,,,Abdominals
Morning workout ☀️,"27 May 2024, 00:30","27 May 2024, 01:09",,Oblique Crunch,1,normal,,10,,,Abdominals
Morning workout ☀️,"27 May 2024, 00:30","27 May 2024, 01:09",,Bicycle Crunch Raised Legs,0,normal,,15,,,Abdominals
Morning workout ☀️,"27 May 2024, 00:30","27 May 2024, 01:09",,Flutter Kicks,0,normal,,12,,,Abdominals
Morning workout ☀️,"27 May 2024, 00:30","27 May 2024, 01:09",,Ab Scissors,0,normal,,15,,,Abdominals
Morning workout ☀️,"27 May 2024, 00:30","27 May 2024, 01:09",,Yoga,0,normal,,,,364,Full Body
Morning workout ☀️,"27 May 2024, 00:30","27 May 2024, 01:09",,Yoga,1,normal,,,,299,Full Body
Morning workout ☀️,"27 May 2024, 00:30","27 May 2024, 01:09",,Yoga,2,normal,,,,406,Full Body
Morning workout ☀️,"27 May 2024, 00:30","27 May 2024, 01:09",,Yoga,3,normal,,,,494,Full Body
Morning workout ☀️,"27 May 2024, 00:30","27 May 2024, 01:09",,Glute Bridge,0,normal,,10,,,Glutes
Morning workout ☀️,"24 May 2024, 20:09","24 May 2024, 20:54",,Yoga,0,normal,,,,320,Full Body
Morning workout ☀️,"24 May 2024, 20:09","24 May 2024, 20:54",,Yoga,1,normal,,,,447,Full Body
Morning workout ☀️,"24 May 2024, 20:09","24 May 2024, 20:54",,Yoga,2,normal,,,,450,Full Body
Morning workout ☀️,"24 May 2024, 20:09","24 May 2024, 20:54",,Yoga,3,normal,,,,485,Full Body
Morning workout ☀️,"24 May 2024, 20:09","24 May 2024, 20:54",,Yoga,4,normal,,,,513,Full Body
Morning workout ☀️,"24 May 2024, 20:09","24 May 2024, 20:54",,Stretching,0,normal,,,,183,Other
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Chest Fly (Machine),0,normal,33.07,10,,,Chest
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Chest Fly (Machine),1,normal,44.09,8,,,Chest
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Chest Fly (Machine),2,normal,44.09,8,,,Chest
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Lateral Raise (Dumbbell),0,normal,11.02,10,,,Shoulders
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Lateral Raise (Dumbbell),1,normal,11.02,10,,,Shoulders
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Shoulder Press (Dumbbell),0,normal,22.05,9,,,Shoulders
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Shoulder Press (Dumbbell),1,normal,22.05,8,,,Shoulders
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Shoulder Press (Dumbbell),2,normal,22.05,8,,,Shoulders
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Hammer Curl (Dumbbell),0,normal,22.05,10,,,Biceps
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Triceps Rope Pushdown,0,normal,16.53,10,,,Triceps
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Leg Extension (Machine),0,normal,44.09,10,,,Quadriceps
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Abdomen twist stick,0,normal,,30,,,Abdominals
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Abdomen twist stick,1,normal,,30,,,Abdominals
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Plate Front Raise,0,normal,22.05,10,,,Shoulders
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Plank,0,normal,,,,42,Abdominals
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Push Up,0,normal,,8,,,Chest
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Russian Twist (Weighted),0,normal,5.51,20,,,Abdominals
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Russian Twist (Weighted),1,normal,11.02,20,,,Abdominals
Evening workout 🏋️,"23 May 2024, 08:38","23 May 2024, 09:21",,Yoga,0,normal,,,,360,Full Body
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Lat Pulldown (Cable),0,normal,44.09,10,,,Lats
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Lat Pulldown (Cable),1,normal,55.12,8,,,Lats
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Lat Pulldown (Cable),2,normal,55.12,7,,,Lats
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Bicep Curl (Barbell),0,normal,13.23,8,,,Biceps
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Cable Fly Crossovers,0,normal,16.53,8,,,Chest
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Cable Fly Crossovers,1,normal,16.53,9,,,Chest
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Dumbbell Row,0,normal,22.05,9,,,Upper Back
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Dumbbell Row,1,normal,22.05,9,,,Upper Back
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Triceps Extension (Dumbbell),0,normal,22.05,7,,,Triceps
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Triceps Extension (Dumbbell),1,normal,22.05,6,,,Triceps
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Leg Extension (Machine),0,normal,55.12,9,,,Quadriceps
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Shoulder Press (Dumbbell),0,normal,22.05,10,,,Shoulders
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Shoulder Press (Dumbbell),1,normal,22.05,10,,,Shoulders
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Shoulder Press (Dumbbell),2,normal,33.07,5,,,Shoulders
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Leg Press (Machine),0,normal,132.28,8,,,Quadriceps
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Leg Press (Machine),1,normal,132.28,5,,,Quadriceps
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Farmers Walk,0,normal,44.09,,0.01,,Full Body
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Walking,0,normal,,,0.87,1200,Cardio
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Walking,1,normal,,,0.87,1200,Cardio
Evening workout 🏋️,"22 May 2024, 08:40","22 May 2024, 09:44",,Decline Crunch,0,normal,,10,,,Abdominals
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Triceps Rope Pushdown,0,normal,15.43,12,,,Triceps
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Triceps Rope Pushdown,1,normal,15.43,10,,,Triceps
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Triceps Rope Pushdown,2,normal,15.43,10,,,Triceps
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Walking,0,normal,,,0.87,1200,Cardio
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Walking,1,normal,,,0.87,1200,Cardio
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Plate Front Raise,0,normal,22.05,10,,,Shoulders
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Leg Press (Machine),0,normal,110.23,10,,,Quadriceps
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Leg Press (Machine),1,normal,110.23,10,,,Quadriceps
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Leg Extension (Machine),0,normal,22.05,12,,,Quadriceps
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Leg Extension (Machine),1,normal,33.07,10,,,Quadriceps
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Leg Extension (Machine),2,normal,44.09,9,,,Quadriceps
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Leg Extension (Machine),3,normal,55.12,7,,,Quadriceps
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Dumbbell Row,0,normal,22.05,8,,,Upper Back
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Dumbbell Row,1,normal,22.05,8,,,Upper Back
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Bicep Curl (Dumbbell),0,normal,33.07,7,,,Biceps
Morning workout ☀️,"18 May 2024, 00:30","18 May 2024, 01:23",,Seated Palms Up Wrist Curl,0,normal,8.82,9,,,Forearms
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Seated Incline Curl (Dumbbell),0,normal,11.02,15,,,Biceps
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Seated Incline Curl (Dumbbell),1,normal,22.05,8,,,Biceps
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Bicep Curl (Dumbbell),0,normal,22.05,8,,,Biceps
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Bicep Curl (Dumbbell),1,normal,22.05,10,,,Biceps
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Hammer Curl (Dumbbell),0,normal,22.05,10,,,Biceps
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Hammer Curl (Dumbbell),1,normal,22.05,10,,,Biceps
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Plank,0,normal,,,,47,Abdominals
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Plank,1,normal,,,,43,Abdominals
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Plank,2,normal,,,,39,Abdominals
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Russian Twist (Bodyweight),0,normal,,30,,,Abdominals
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Russian Twist (Bodyweight),1,normal,,30,,,Abdominals
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Russian Twist (Bodyweight),2,normal,,30,,,Abdominals
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Cable Crunch,0,normal,22.05,15,,,Abdominals
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Cable Crunch,1,normal,27.56,10,,,Abdominals
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Cable Crunch,2,normal,33.07,8,,,Abdominals
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Side Bend (Dumbbell),0,normal,22.05,10,,,Abdominals
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Side Bend (Dumbbell),1,normal,22.05,10,,,Abdominals
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Decline Crunch,0,normal,,8,,,Abdominals
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Decline Crunch,1,normal,,8,,,Abdominals
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Cable Fly Crossovers,0,normal,22.05,10,,,Chest
Day 4 (biceps and abdomen ),"20 May 2024, 19:50","20 May 2024, 20:31",,Stretching,0,normal,,,,120,Other
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Dumbbell Row,0,normal,16.53,10,,,Upper Back
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Dumbbell Row,1,normal,16.53,10,,,Upper Back
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Chest Fly (Dumbbell),0,normal,22.05,9,,,Chest
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Chest Fly (Dumbbell),1,normal,22.05,8,,,Chest
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Bench Press (Dumbbell),0,normal,22.05,10,,,Chest
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Bench Press (Dumbbell),1,normal,22.05,10,,,Chest
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Incline Bench Press (Dumbbell),0,normal,22.05,10,,,Chest
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Incline Bench Press (Dumbbell),1,normal,22.05,8,,,Chest
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Incline Bench Press (Dumbbell),2,normal,33.07,6,,,Chest
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Walking,0,normal,,,0.87,1200,Cardio
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Walking,1,normal,,,0.87,1200,Cardio
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Lat Pulldown (Cable),0,normal,44.09,10,,,Lats
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Lat Pulldown (Cable),1,normal,55.12,9,,,Lats
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Leg Press (Machine),0,normal,110.23,10,,,Quadriceps
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Leg Press (Machine),1,normal,110.23,8,,,Quadriceps
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Farmers Walk,0,normal,44.09,,0.01,,Full Body
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Decline Crunch,0,normal,,10,,,Abdominals
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Decline Crunch,1,normal,,8,,,Abdominals
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Push Up,0,normal,,10,,,Chest
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Seated Palms Up Wrist Curl,0,normal,8.82,10,,,Forearms
Evening workout 🏋️,"20 May 2024, 08:42","20 May 2024, 09:42",,Bench Dip,0,normal,,10,,,Triceps
Evening workout 🏋️,"17 May 2024, 09:05","17 May 2024, 10:00",,Walking,0,normal,,,0.87,1200,Cardio
Evening workout 🏋️,"17 May 2024, 09:05","17 May 2024, 10:00",,Walking,1,normal,,,0.87,1200,Cardio
Evening workout 🏋️,"17 May 2024, 09:05","17 May 2024, 10:00",,Walking,2,normal,,,0.37,900,Cardio
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Walking,0,normal,,,0.87,1200,Cardio
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Walking,1,normal,,,0.87,1200,Cardio
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Decline Crunch,0,normal,,10,,,Abdominals
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Decline Crunch,1,normal,,10,,,Abdominals
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Lat Pulldown (Cable),0,normal,44.09,10,,,Lats
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Lat Pulldown (Cable),1,normal,44.09,10,,,Lats
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Lat Pulldown (Cable),2,normal,55.12,7,,,Lats
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Plate Front Raise,0,normal,22.05,8,,,Shoulders
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Cable Fly Crossovers,0,normal,22.05,10,,,Chest
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Cable Fly Crossovers,1,normal,22.05,10,,,Chest
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Cable Fly Crossovers,2,normal,29.54,9,,,Chest
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Triceps Rope Pushdown,0,normal,15.43,12,,,Triceps
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Triceps Rope Pushdown,1,normal,15.43,11,,,Triceps
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Triceps Rope Pushdown,2,normal,22.05,6,,,Triceps
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Seated Palms Up Wrist Curl,0,normal,8.82,10,,,Forearms
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Leg Press (Machine),0,normal,110.23,10,,,Quadriceps
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Leg Press (Machine),1,normal,110.23,8,,,Quadriceps
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Triceps Extension (Dumbbell),0,normal,16.53,8,,,Triceps
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Triceps Extension (Dumbbell),1,normal,16.53,8,,,Triceps
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Face Pull,0,normal,22.05,10,,,Shoulders
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Face Pull,1,normal,27.56,10,,,Shoulders
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Face Pull,2,normal,33.07,8,,,Shoulders
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Chest Fly (Machine),0,normal,44.09,10,,,Chest
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Chest Fly (Machine),1,normal,44.09,8,,,Chest
Evening workout 🏋️,"16 May 2024, 08:47","16 May 2024, 09:32",,Push Up,0,normal,,8,,,Chest
Afternoon workout 💪,"14 May 2024, 03:47","14 May 2024, 04:32",,Swimming,0,normal,,,0.23,2700,Cardio
Day 3  (Legs Adductors Calves Hams),"12 May 2024, 20:55","12 May 2024, 21:58",,Lying Leg Curl (Machine),0,normal,11.02,8,,,Hamstrings
Day 3  (Legs Adductors Calves Hams),"12 May 2024, 20:55","12 May 2024, 21:58",,Lying Leg Curl (Machine),1,normal,11.02,8,,,Hamstrings
