title,start_time,end_time,description,exercise_title,set_index,set_type,weight_lbs,reps,distance_miles,duration_seconds,muscle_group
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Seated Incline Curl (Dumbbell),1,normal,17.64,10,,,Biceps
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Seated Incline Curl (Dumbbell),2,normal,22.05,7,,,Biceps
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Bicep Curl (Dumbbell),0,normal,17.64,12,,,Biceps
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Bicep Curl (Dumbbell),2,normal,22.05,10,,,Biceps
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Hammer Curl (Dumbbell),1,normal,22.05,10,,,Biceps
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Hammer Curl (Dumbbell),2,normal,22.05,10,,,Biceps
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Plank,0,normal,,,,77,Abdominals
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Plank,1,normal,,,,65,Abdominals
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Plank,2,normal,,,,58,Abdominals
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Russian Twist (Bodyweight),0,normal,,30,,,Abdominals
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Russian Twist (Bodyweight),1,normal,,30,,,Abdominals
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Cable Crunch,0,normal,20.06,12,,,Abdominals
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Cable Crunch,1,normal,24.91,11,,,Abdominals
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Cable Crunch,2,normal,29.98,9,,,Abdominals
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Heel Taps,0,normal,,30,,,Abdominals
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Heel Taps,1,normal,,30,,,Abdominals
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Crunch (Machine),0,normal,55.12,12,,,Abdominals
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Crunch (Machine),1,normal,66.14,7,,,Abdominals
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Crunch (Machine),2,normal,55.12,9,,,Abdominals
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Elliptical Trainer,0,normal,,,0.34,300,Cardio
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Treadmill,0,normal,,,0.62,535,Cardio
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Dead Hang,0,normal,,,,25,Upper Back
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Oblique Crunch,0,normal,,10,,,Abdominals
Day 4 (biceps and abdomen ),"23 Feb 2024, 00:15","23 Feb 2024, 01:24",,Oblique Crunch,1,normal,,10,,,Abdominals
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Warm Up,0,normal,,,,91,Cardio
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Hula Hoop,0,normal,,,,60,Cardio
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Hula Hoop,1,normal,,,,60,Cardio
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Hula Hoop,2,normal,,,,60,Cardio
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Yoga,0,normal,,,,721,Full Body
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Ab Scissors,0,normal,,20,,,Abdominals
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Ab Scissors,1,normal,,20,,,Abdominals
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Bicycle Crunch,0,normal,,12,,,Abdominals
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Bird Dog,0,normal,,6,,,Glutes
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Bird Dog,1,normal,,10,,,Glutes
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Hip Thrust,0,normal,,10,,,Glutes
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Bicycle Crunch Raised Legs,0,normal,,15,,,Abdominals
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Bicycle Crunch Raised Legs,1,normal,,15,,,Abdominals
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Crunch,0,normal,,15,,,Abdominals
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Crunch,1,normal,,15,,,Abdominals
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Flutter Kicks,0,normal,,15,,,Abdominals
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Flutter Kicks,1,normal,,12,,,Abdominals
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Oblique Crunch,0,normal,,10,,,Abdominals
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Oblique Crunch,1,normal,,10,,,Abdominals
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Lunge,0,normal,,15,,,Quadriceps
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Glute Bridge,0,normal,,12,,,Glutes
Evening workout 🏋️,"22 Feb 2024, 06:09","22 Feb 2024, 06:58",,Glute Kickback on Floor,0,normal,,10,,,Glutes
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Cycling,0,normal,,,1.86,1200,Cardio
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Cycling,1,normal,,,1.86,1200,Cardio
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Warm Up,0,normal,,,,279,Cardio
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Leg Raise Parallel Bars,0,normal,,5,,,Abdominals
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Leg Raise Parallel Bars,1,normal,,5,,,Abdominals
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Dead Hang,0,normal,,,,20,Upper Back
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Bicep Curl (Machine),0,normal,16.53,10,,,Biceps
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Hip Abduction (Machine),0,normal,39.68,10,,,Abductors
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Hip Adduction (Machine),0,normal,39.68,10,,,Adductors
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Crunch (Machine),0,normal,39.68,10,,,Abdominals
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Chest Press (Machine),0,normal,33.07,10,,,Chest
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Chest Fly (Machine),0,normal,27.56,8,,,Chest
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Torso Rotation,0,normal,14.99,10,,,Abdominals
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Single Arm Tricep Extension (Dumbbell),0,normal,14.99,10,,,Triceps
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Single Arm Tricep Extension (Dumbbell),1,normal,17.64,8,,,Triceps
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Lat Pulldown (Cable),0,normal,50.71,12,,,Lats
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Cable Fly Crossovers,0,normal,19.84,10,,,Chest
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Cable Fly Crossovers,1,normal,19.84,8,,,Chest
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Triceps Rope Pushdown,0,normal,9.92,12,,,Triceps
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Side Bend (Dumbbell),0,normal,11.02,10,,,Abdominals
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Side Bend (Dumbbell),1,normal,11.02,10,,,Abdominals
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Seated Shoulder Press (Machine),0,normal,33.07,12,,,Shoulders
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Leg Press Horizontal (Machine),0,normal,63.93,10,,,Quadriceps
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Elliptical Trainer,0,normal,,,0.19,300,Cardio
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Triceps Extension (Dumbbell),0,normal,17.64,10,,,Triceps
Afternoon workout 💪,"19 Feb 2024, 21:12","19 Feb 2024, 22:05",,Plate Front Raise,0,normal,11.02,15,,,Shoulders
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Hula Hoop,0,normal,,,,60,Cardio
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Hula Hoop,1,normal,,,,60,Cardio
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Hula Hoop,2,normal,,,,60,Cardio
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Yoga,0,normal,,,,659,Full Body
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Yoga,1,normal,,,,476,Full Body
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Ab Scissors,0,normal,,20,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Ab Scissors,1,normal,,15,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Bicycle Crunch,0,normal,,12,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Crunch,0,normal,,15,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Crunch,1,normal,,18,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Flutter Kicks,0,normal,,10,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Hollow Rock,0,normal,,,,24,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Lying Knee Raise,0,normal,,8,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Lying Leg Raise,0,normal,,12,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Oblique Crunch,0,normal,,10,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Oblique Crunch,1,normal,,10,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Reverse Crunch,0,normal,,12,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Side Bend (Dumbbell),0,normal,4.41,10,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Side Bend (Dumbbell),1,normal,4.41,10,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Side Bend (Dumbbell),2,normal,4.41,10,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Side Bend (Dumbbell),3,normal,4.41,10,,,Abdominals
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Lateral Lunge,0,normal,,8,,,Quadriceps
Late night workout 🌙,"19 Feb 2024, 06:44","19 Feb 2024, 07:26",,Lateral Lunge,1,normal,,6,,,Quadriceps
Afternoon workout 💪,"17 Feb 2024, 01:21","17 Feb 2024, 02:41",,Warm Up,0,normal,,,,291,Cardio
Afternoon workout 💪,"17 Feb 2024, 01:21","17 Feb 2024, 02:41",,Elliptical Trainer,0,normal,,,0.37,300,Cardio
Afternoon workout 💪,"17 Feb 2024, 01:21","17 Feb 2024, 02:41",,Dead Hang,0,normal,,,,12,Upper Back
Afternoon workout 💪,"17 Feb 2024, 01:21","17 Feb 2024, 02:41",,Dead Hang,1,normal,,,,10,Upper Back
Afternoon workout 💪,"17 Feb 2024, 01:21","17 Feb 2024, 02:41",,Dead Hang,2,normal,,,,10,Upper Back
Afternoon workout 💪,"17 Feb 2024, 01:21","17 Feb 2024, 02:41",,Cycling,0,normal,,,1.86,1200,Cardio
Afternoon workout 💪,"17 Feb 2024, 01:21","17 Feb 2024, 02:41",,Cycling,1,normal,,,1.86,1200,Cardio
Afternoon workout 💪,"17 Feb 2024, 01:21","17 Feb 2024, 02:41",,Swimming,0,normal,,,0.06,900,Cardio
Afternoon workout 💪,"17 Feb 2024, 01:21","17 Feb 2024, 02:41",,Swimming,1,normal,,,0.06,900,Cardio
Afternoon workout 💪,"17 Feb 2024, 01:21","17 Feb 2024, 02:41",,Deadlift (Smith Machine),0,normal,44.09,10,,,Hamstrings
Afternoon workout 💪,"17 Feb 2024, 01:21","17 Feb 2024, 02:41",,Deadlift (Smith Machine),1,normal,44.09,8,,,Hamstrings
Afternoon workout 💪,"17 Feb 2024, 01:21","17 Feb 2024, 02:41",,Deadlift (Smith Machine),2,normal,66.14,10,,,Hamstrings
Afternoon workout 💪,"17 Feb 2024, 01:21","17 Feb 2024, 02:41",,Deadlift (Smith Machine),3,normal,66.14,10,,,Hamstrings
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Face Pull,0,normal,20.06,10,,,Shoulders
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Face Pull,1,normal,24.91,10,,,Shoulders
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Face Pull,2,normal,29.98,10,,,Shoulders
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Plate Front Raise,0,normal,11.02,12,,,Shoulders
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Plate Front Raise,1,normal,22.05,10,,,Shoulders
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Lateral Raise (Machine),0,normal,22.05,12,,,Shoulders
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Lateral Raise (Machine),1,normal,33.07,10,,,Shoulders
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Lateral Raise (Machine),2,normal,44.09,6,,,Shoulders
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Seated Shoulder Press (Machine),0,normal,33.07,10,,,Shoulders
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Seated Shoulder Press (Machine),1,normal,33.07,12,,,Shoulders
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Seated Shoulder Press (Machine),2,normal,44.09,8,,,Shoulders
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Dumbbell Row,2,normal,17.64,10,,,Upper Back
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Dumbbell Row,3,normal,17.64,10,,,Upper Back
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Dumbbell Row,4,normal,19.84,9,,,Upper Back
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Dumbbell Row,5,normal,19.84,9,,,Upper Back
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Back Extension (Machine),0,normal,77.16,10,,,Lower Back
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Back Extension (Machine),1,normal,92.59,10,,,Lower Back
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Back Extension (Machine),2,normal,108.03,12,,,Lower Back
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Lat Pulldown (Cable),0,normal,61.73,10,,,Lats
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Lat Pulldown (Cable),1,normal,61.73,10,,,Lats
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Lat Pulldown (Cable),2,normal,77.16,7,,,Lats
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Elliptical Trainer,0,normal,,,0.35,303,Cardio
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Treadmill,0,normal,,,0.63,555,Cardio
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Seated Row (Machine),0,normal,30.86,10,,,Upper Back
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Seated Row (Machine),1,normal,46.3,10,,,Upper Back
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Dead Hang,0,normal,,,,25,Upper Back
Day 2 (Shoulder and back ),"16 Feb 2024, 00:59","16 Feb 2024, 02:03",,Back Extension (Hyperextension),0,normal,,10,,,Lower Back
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Bench Press (Dumbbell),0,normal,19.84,10,,,Chest
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Bench Press (Dumbbell),1,normal,26.46,10,,,Chest
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Bench Press (Dumbbell),2,normal,30.86,10,,,Chest
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Chest Fly (Dumbbell),0,normal,17.64,10,,,Chest
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Chest Fly (Dumbbell),1,normal,22.05,10,,,Chest
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Chest Fly (Dumbbell),2,normal,26.46,10,,,Chest
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Incline Bench Press (Dumbbell),0,normal,26.46,10,,,Chest
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Incline Bench Press (Dumbbell),1,normal,26.46,10,,,Chest
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Push Up,0,normal,,10,,,Chest
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Push Up,1,normal,,10,,,Chest
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Cable Fly Crossovers,0,normal,19.84,10,,,Chest
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Cable Fly Crossovers,1,normal,19.84,10,,,Chest
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Cable Fly Crossovers,2,normal,29.54,10,,,Chest
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Triceps Rope Pushdown,0,normal,9.92,10,,,Triceps
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Triceps Rope Pushdown,1,normal,9.92,10,,,Triceps
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Triceps Rope Pushdown,2,normal,14.99,10,,,Triceps
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Bench Dip,0,normal,,10,,,Triceps
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Bench Dip,1,normal,,10,,,Triceps
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Bench Dip,2,normal,,10,,,Triceps
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Triceps Extension (Dumbbell),0,normal,13.23,10,,,Triceps
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Triceps Extension (Dumbbell),1,normal,15.43,10,,,Triceps
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Triceps Extension (Dumbbell),2,normal,15.43,10,,,Triceps
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Treadmill,0,normal,,,0.62,570,Cardio
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Elliptical Trainer,0,normal,,,0.34,300,Cardio
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Dead Hang,0,normal,,,,28,Upper Back
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Butterfly (Pec Deck),0,normal,15.43,10,,,Chest
Day 1 (Chest and triceps),"15 Feb 2024, 00:39","15 Feb 2024, 01:48",,Butterfly (Pec Deck),1,normal,30.86,10,,,Chest
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Face Pull,0,normal,20.06,10,,,Shoulders
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Face Pull,1,normal,24.91,10,,,Shoulders
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Face Pull,2,normal,24.91,8,,,Shoulders
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Plate Front Raise,0,normal,11.02,12,,,Shoulders
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Plate Front Raise,1,normal,22.05,10,,,Shoulders
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Lateral Raise (Machine),0,normal,22.05,12,,,Shoulders
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Lateral Raise (Machine),1,normal,33.07,10,,,Shoulders
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Seated Shoulder Press (Machine),0,normal,33.07,10,,,Shoulders
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Seated Shoulder Press (Machine),1,normal,33.07,10,,,Shoulders
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Dumbbell Row,0,normal,15.43,10,,,Upper Back
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Dumbbell Row,1,normal,15.43,10,,,Upper Back
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Dumbbell Row,2,normal,17.64,8,,,Upper Back
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Dumbbell Row,3,normal,17.64,8,,,Upper Back
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Dumbbell Row,4,normal,19.84,8,,,Upper Back
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Dumbbell Row,5,normal,19.84,8,,,Upper Back
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Back Extension (Machine),0,normal,77.16,10,,,Lower Back
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Back Extension (Machine),1,normal,92.59,10,,,Lower Back
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Lat Pulldown (Cable),0,normal,61.73,10,,,Lats
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Lat Pulldown (Cable),1,normal,61.73,10,,,Lats
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Lat Pulldown (Cable),2,normal,77.16,6,,,Lats
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Elliptical Trainer,0,normal,,,0.33,300,Cardio
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Treadmill,0,normal,,,0.63,552,Cardio
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Seated Row (Machine),0,normal,30.86,10,,,Upper Back
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Seated Row (Machine),1,normal,46.3,8,,,Upper Back
Day 2 (Shoulder and back ),"14 Feb 2024, 02:18","14 Feb 2024, 03:18",,Dead Hang,0,normal,,,,15,Upper Back
Day 4 (biceps and abdomen ),"13 Feb 2024, 01:00","13 Feb 2024, 02:06",,Seated Incline Curl (Dumbbell),0,normal,17.64,10,,,Biceps
Day 4 (biceps and abdomen ),"13 Feb 2024, 01:00","13 Feb 2024, 02:06",,Seated Incline Curl (Dumbbell),1,normal,17.64,10,,,Biceps
Day 4 (biceps and abdomen ),"13 Feb 2024, 01:00","13 Feb 2024, 02:06",,Bicep Curl (Dumbbell),0,normal,17.64,10,,,Biceps
Day 4 (biceps and abdomen ),"13 Feb 2024, 01:00","13 Feb 2024, 02:06",,Bicep Curl (Dumbbell),1,normal,26.46,10,,,Biceps
Day 4 (biceps and abdomen ),"13 Feb 2024, 01:00","13 Feb 2024, 02:06",,Bicep Curl (Dumbbell),2,normal,22.05,10,,,Biceps
Day 4 (biceps and abdomen ),"13 Feb 2024, 01:00","13 Feb 2024, 02:06",,Hammer Curl (Dumbbell),0,normal,26.46,7,,,Biceps
Day 4 (biceps and abdomen ),"13 Feb 2024, 01:00","13 Feb 2024, 02:06",,Hammer Curl (Dumbbell),1,normal,17.64,10,,,Biceps
Day 4 (biceps and abdomen ),"13 Feb 2024, 01:00","13 Feb 2024, 02:06",,Hammer Curl (Dumbbell),2,normal,22.05,10,,,Biceps
Day 4 (biceps and abdomen ),"13 Feb 2024, 01:00","13 Feb 2024, 02:06",,Plank,0,normal,,,,61,Abdominals
